gene_name,SRR34947105,SRR34947106,SRR34947115,SRR34947116,SRR34947127,SRR34947128,SRR34947132,SRR34947133
ENSG00000299457,0,0,5,6,3,0,0,0
ENSG00000299458,0,0,0,0,0,0,0,0
ENSG00000299459,0,0,0,0,0,0,0,0
ENSG00000299460,0,0,0,0,0,0,0,0
ENSG00000299461,0,0,0,0,0,0,0,0
ENSG00000299462,0,0,0,0,0,0,0,0
ENSG00000299463,0,0,0,0,0,0,0,0
ENSG00000299464,0,2,0,0,0,1,0,0
ENSG00000299465,0,0,0,0,0,0,0,0
ENSG00000299466,0,0,0,1,0,0,0,3
ENSG00000299467,0,0,0,0,0,1,0,0
ENSG00000299468,0,0,0,0,0,0,1,0
ENSG00000299469,0,0,0,0,0,0,0,0
ENSG00000299470,0,0,0,0,0,0,0,0
ENSG00000299471,0,0,0,0,0,0,0,0
ENSG00000299472,0,0,0,0,0,0,0,0
ENSG00000299473,0,0,0,0,0,0,0,0
ENSG00000299474,0,0,0,0,0,0,0,0
ENSG00000299475,0,0,2,0,0,0,0,0
ENSG00000299476,0,0,0,0,0,0,0,0
ENSG00000299477,0,0,0,0,0,0,0,0
ENSG00000299478,0,0,0,0,0,0,0,0
ENSG00000299479,0,0,0,0,0,0,0,0
ENSG00000299480,0,0,0,0,0,0,0,0
ENSG00000299481,0,0,0,0,0,0,0,0
ENSG00000299482,0,0,0,0,0,0,0,0
ENSG00000299483,0,0,0,0,0,0,0,0
ENSG00000299484,0,0,0,0,0,0,0,0
ENSG00000299485,0,0,0,0,0,0,0,0
ENSG00000299486,0,0,0,0,0,0,0,0
ENSG00000299487,0,0,0,0,0,0,0,0
ENSG00000299488,0,0,0,0,0,0,0,0
ENSG00000299489,0,0,0,0,0,0,0,0
ENSG00000299490,0,0,0,0,0,0,0,0
ENSG00000299491,0,0,0,0,0,0,0,0
ENSG00000299492,0,0,0,0,0,0,0,0
ENSG00000299493,0,0,0,0,0,0,0,0
ENSG00000299494,0,0,0,0,0,0,0,0
ENSG00000299495,0,0,0,0,0,0,0,0
ENSG00000299496,0,0,0,0,0,0,0,0
ENSG00000299497,0,0,0,0,0,0,0,0
ENSG00000299498,0,0,0,0,0,0,0,0
ENSG00000299499,0,0,0,0,0,0,0,0
ENSG00000299500,0,0,0,0,0,0,0,0
ENSG00000299501,0,0,0,0,0,0,0,0
ENSG00000299502,0,0,0,0,0,0,0,0
ENSG00000299503,0,0,0,0,0,0,0,0
ENSG00000299504,0,0,0,0,0,0,0,1
ENSG00000299505,0,0,0,0,0,0,0,0
ENSG00000299506,0,0,0,0,0,0,0,0
ENSG00000299507,0,1,0,0,0,0,0,0
ENSG00000299508,0,0,0,0,0,0,0,0
ENSG00000299509,0,0,0,0,0,0,1,0
ENSG00000299510,0,0,0,0,0,0,0,0
ENSG00000299511,0,0,0,0,0,0,0,0
ENSG00000299512,0,0,0,0,0,0,0,0
ENSG00000299513,0,0,0,0,0,0,2,0
ENSG00000299514,0,0,0,0,0,0,0,0
ENSG00000299515,0,0,0,0,0,0,0,0
ENSG00000299516,1,2,0,0,0,0,0,0
ENSG00000299517,0,0,0,0,0,0,0,0
ENSG00000299518,0,0,0,1,5,0,0,0
ENSG00000299519,0,0,0,0,0,0,0,0
ENSG00000299520,0,0,2,0,0,0,0,0
ENSG00000299521,0,0,0,0,0,0,0,0
ENSG00000299522,0,0,0,0,0,0,0,0
ENSG00000299523,0,0,0,0,0,0,0,0
ENSG00000299524,0,0,0,0,0,0,0,0
ENSG00000299525,0,0,0,0,0,0,0,0
ENSG00000299526,0,0,0,0,0,0,0,1
ENSG00000299527,0,0,0,0,0,0,0,0
ENSG00000299528,0,0,0,0,0,0,0,0
ENSG00000299529,0,0,0,0,1,0,0,0
ENSG00000299530,0,0,0,0,0,0,0,0
ENSG00000299531,0,0,0,0,0,0,0,0
ENSG00000299532,0,0,0,0,0,0,0,0
ENSG00000299533,0,0,0,0,0,0,0,0
ENSG00000299534,0,0,0,0,0,0,1,1
ENSG00000299535,0,0,0,0,0,0,0,0
ENSG00000299536,0,0,0,0,0,0,0,0
ENSG00000299537,0,0,0,0,0,0,0,0
ENSG00000299538,0,0,0,0,0,0,0,0
ENSG00000299539,0,0,0,1,0,0,0,0
ENSG00000299540,0,0,0,0,0,0,0,0
ENSG00000299541,0,1,2,1,2,0,0,3
ENSG00000299542,0,0,0,0,0,0,0,0
ENSG00000299543,0,0,0,0,0,0,0,0
ENSG00000299544,0,0,0,0,0,0,0,0
ENSG00000299545,0,0,0,0,0,0,0,0
ENSG00000299546,0,0,0,0,0,0,0,0
ENSG00000299547,0,0,0,0,0,0,0,0
ENSG00000299548,0,0,0,0,0,0,0,0
ENSG00000299549,0,0,0,0,0,0,0,0
ENSG00000299550,0,0,0,0,0,0,0,0
ENSG00000299551,0,0,0,0,0,0,0,0
ENSG00000299552,0,0,2,2,0,0,1,0
ENSG00000299553,0,0,0,0,0,0,0,0
ENSG00000299554,0,0,0,0,0,0,0,0
ENSG00000299555,0,0,0,0,0,0,0,0
ENSG00000299556,0,0,0,0,0,0,0,0
ENSG00000299557,0,0,0,0,0,0,0,0
ENSG00000299558,0,0,0,0,0,0,0,0
ENSG00000299559,0,0,0,0,0,0,0,0
ENSG00000299560,0,0,0,0,0,0,0,0
ENSG00000299561,0,0,0,0,0,0,0,0
ENSG00000299562,0,0,0,0,0,0,0,0
ENSG00000299563,0,0,0,0,0,0,0,0
ENSG00000299564,0,0,0,0,0,0,0,0
ENSG00000299565,0,0,0,0,0,0,0,0
ENSG00000299566,0,0,0,0,0,0,0,0
ENSG00000299567,0,0,0,0,0,0,1,1
ENSG00000299568,0,0,0,0,0,0,0,0
ENSG00000299569,0,0,0,0,3,0,0,1
ENSG00000299570,0,0,0,0,0,0,0,0
ENSG00000299571,0,0,0,0,0,0,0,0
ENSG00000299572,0,0,0,0,0,0,0,0
ENSG00000299573,0,0,4,0,0,0,0,0
ENSG00000299574,0,0,0,0,0,0,0,0
ENSG00000299575,0,0,0,0,0,0,0,0
ENSG00000299576,0,0,0,0,0,0,0,0
ENSG00000299577,0,0,0,0,0,0,0,0
ENSG00000299578,0,0,0,0,0,0,0,0
ENSG00000299579,0,0,0,0,0,1,1,6
ENSG00000299580,0,0,0,0,0,0,0,0
ENSG00000299581,0,0,0,0,0,0,0,0
ENSG00000299582,1,0,0,0,2,0,1,1
ENSG00000299583,0,0,0,0,0,0,0,0
ENSG00000299584,0,0,0,0,0,0,0,0
ENSG00000299585,0,0,0,0,0,0,0,0
ENSG00000299586,0,0,0,0,0,0,0,0
ENSG00000299587,0,0,0,0,0,0,0,0
ENSG00000299588,0,0,0,0,0,0,0,0
ENSG00000299589,0,0,0,0,0,0,0,0
ENSG00000299590,0,0,5,1,0,0,0,0
ITPR3-AS1,3,0,0,2,3,0,1,1
ENSG00000299592,0,0,0,0,0,0,0,0
ENSG00000299593,0,0,0,0,0,0,0,0
ENSG00000299594,0,0,0,0,0,0,0,0
ENSG00000299595,0,0,0,0,0,0,0,0
ENSG00000299596,0,0,0,0,0,0,0,0
ENSG00000299597,0,0,0,0,2,0,1,0
ENSG00000299598,0,0,0,0,0,0,0,0
ENSG00000299599,0,0,0,0,0,0,0,0
ENSG00000299600,0,0,0,0,0,0,0,0
ENSG00000299601,0,0,0,0,1,1,0,0
ENSG00000299602,0,0,0,0,0,2,0,0
ENSG00000299603,0,0,0,0,0,0,0,0
ENSG00000299604,0,0,0,0,0,0,5,0
ENSG00000299605,0,0,0,0,0,0,0,0
ENSG00000299606,0,0,0,0,0,0,0,0
ENSG00000299607,0,0,0,0,0,0,0,0
ENSG00000299608,0,0,0,0,0,0,0,0
ENSG00000299609,0,0,0,0,0,0,0,0
ENSG00000299610,0,0,0,0,0,0,0,0
ENSG00000299611,0,0,0,0,0,0,0,0
ENSG00000299612,0,0,0,0,0,0,0,0
ENSG00000299613,0,0,0,0,0,0,0,0
ENSG00000299614,0,0,0,0,0,0,0,0
ENSG00000299615,0,0,0,0,0,0,0,0
ENSG00000299616,0,0,0,0,0,0,0,0
ENSG00000299617,0,0,0,0,0,0,0,0
ENSG00000299618,0,0,0,0,0,0,0,0
ENSG00000299619,0,0,0,0,0,0,0,0
ENSG00000299620,0,0,0,0,0,0,0,0
ENSG00000299621,0,0,0,0,0,0,0,0
ENSG00000299622,0,0,0,0,0,0,0,0
ENSG00000299623,0,0,0,0,0,0,0,0
ENSG00000299624,0,0,0,0,0,0,0,0
ENSG00000299625,0,0,0,0,0,0,0,0
ENSG00000299626,0,1,0,0,0,0,0,1
ENSG00000299627,0,0,0,2,0,0,0,0
ENSG00000299628,0,0,0,0,0,0,0,0
ENSG00000299629,0,0,0,0,0,0,0,0
ENSG00000299630,0,0,0,0,0,0,0,0
ENSG00000299631,0,0,0,0,0,0,0,0
ENSG00000299632,0,0,0,0,0,0,0,0
ENSG00000299633,0,0,0,0,0,0,0,0
ENSG00000299634,0,0,0,0,0,0,0,0
ENSG00000299635,0,0,0,0,0,2,0,0
ENSG00000299636,0,0,0,0,0,0,0,0
ENSG00000299637,0,0,0,0,0,0,0,0
ENSG00000299638,0,0,0,0,0,0,0,0
ENSG00000299639,0,0,0,0,1,0,0,10
ENSG00000299640,0,0,0,0,0,0,0,0
ENSG00000299641,0,0,0,0,0,0,0,0
ENSG00000299642,0,0,0,0,0,0,0,0
ENSG00000299643,0,0,0,0,0,0,0,0
ENSG00000299644,0,0,0,0,0,0,0,0
ENSG00000299645,0,0,0,0,0,0,0,0
ENSG00000299646,0,0,0,0,2,0,0,0
ENSG00000299647,0,0,0,0,0,0,0,0
ENSG00000299648,0,0,0,0,0,0,0,0
ENSG00000299649,0,0,0,0,0,0,0,0
ENSG00000299650,0,0,0,0,0,0,0,0
ENSG00000299651,0,0,2,0,0,0,0,0
ENSG00000299652,0,0,0,0,0,0,0,0
ENSG00000299653,0,0,0,0,0,0,0,0
ENSG00000299654,14,11,20,33,23,10,67,74
ENSG00000299655,0,0,0,0,0,0,0,0
ENSG00000299656,0,0,0,17,0,0,0,0
ENSG00000299657,0,0,0,0,0,0,0,0
ENSG00000299658,0,0,0,0,0,0,0,0
ENSG00000299659,0,0,0,0,0,0,0,0
ENSG00000299660,0,0,0,0,0,0,0,0
ENSG00000299661,0,0,0,0,0,0,0,0
ENSG00000299662,0,0,0,0,0,0,0,0
ENSG00000299663,0,0,0,0,0,0,0,0
ENSG00000299664,0,0,0,0,0,0,0,0
ENSG00000299665,0,0,0,0,0,0,0,0
ENSG00000299666,0,0,0,0,1,0,0,0
ENSG00000299667,0,0,0,0,0,0,0,0
ENSG00000299668,0,0,0,0,0,0,0,0
ENSG00000299669,0,0,1,0,0,0,0,0
ENSG00000299670,0,0,0,0,0,0,0,0
ENSG00000299671,0,0,0,0,0,0,0,0
ENSG00000299672,0,0,0,0,0,0,0,0
ENSG00000299673,0,0,0,0,0,0,0,0
ENSG00000299674,0,0,0,0,0,0,0,0
ENSG00000299675,0,0,0,2,0,0,0,0
ENSG00000299676,0,0,0,0,0,0,0,0
ENSG00000299677,0,0,0,0,0,0,0,0
ENSG00000299678,0,0,0,0,0,0,0,1
ENSG00000299679,0,0,0,0,2,2,0,0
ENSG00000299680,0,0,0,0,0,0,0,0
ENSG00000299681,0,0,0,0,0,0,0,0
ENSG00000299682,0,0,0,0,0,0,0,0
ENSG00000299683,0,0,0,0,0,0,0,0
ENSG00000299684,0,0,0,0,0,0,0,0
ENSG00000299685,0,0,0,0,0,0,0,0
ENSG00000299686,0,0,0,0,0,0,0,0
ENSG00000299687,0,0,0,0,0,0,0,0
ENSG00000299688,0,0,0,0,0,0,0,0
ENSG00000299689,0,0,0,0,0,0,0,0
ENSG00000299690,0,0,0,0,0,0,0,0
ENSG00000299691,0,0,0,0,0,0,0,0
ENSG00000299692,0,0,0,0,0,0,0,0
ENSG00000299693,0,0,0,0,0,0,0,0
ENSG00000299694,0,0,0,0,0,0,0,0
ENSG00000299695,0,0,0,0,0,0,0,0
ENSG00000299696,0,0,0,0,0,0,0,0
ENSG00000299697,0,0,0,0,0,0,0,0
ENSG00000299698,0,0,0,0,0,0,0,0
ENSG00000299699,0,0,0,0,0,0,0,0
ENSG00000299700,0,0,0,0,0,0,0,0
ENSG00000299701,0,0,0,0,0,0,0,0
ENSG00000299702,0,0,2,5,0,0,0,0
ENSG00000299703,0,0,0,0,0,0,0,0
ENSG00000299704,0,0,0,0,0,0,0,0
ENSG00000299705,0,0,0,0,0,0,0,0
ENSG00000299706,0,0,0,0,0,0,0,0
ENSG00000299707,0,0,0,0,0,0,0,0
ENSG00000299708,0,0,0,0,0,0,0,0
ENSG00000299709,0,0,0,0,0,0,0,0
ENSG00000299710,0,0,0,0,0,0,0,0
ENSG00000299711,0,0,0,0,0,0,0,0
ENSG00000299712,0,0,0,0,0,0,0,0
ENSG00000299713,0,0,0,0,0,0,0,0
ENSG00000299714,0,0,1,0,0,0,1,2
ENSG00000299715,0,0,0,0,0,0,0,0
ENSG00000299716,0,0,0,0,0,0,0,0
ENSG00000299717,0,0,0,0,0,0,0,0
ENSG00000299718,0,0,0,0,0,0,0,0
ENSG00000299719,0,0,0,2,0,0,0,0
ENSG00000299720,0,0,0,0,0,0,0,0
ENSG00000299721,0,0,0,0,0,0,0,0
ENSG00000299722,0,0,0,0,0,0,0,0
ENSG00000299723,0,0,0,0,0,0,0,0
ENSG00000299724,0,0,0,0,0,0,0,0
ENSG00000299725,0,0,0,0,0,0,0,0
ENSG00000299726,0,0,0,0,0,0,0,0
ENSG00000299727,0,0,0,0,0,0,0,0
ENSG00000299728,0,0,0,0,0,0,0,0
ENSG00000299729,0,0,0,0,0,0,0,0
ENSG00000299730,0,0,0,0,0,0,0,0
ENSG00000299731,0,0,0,0,0,0,0,0
ENSG00000299732,0,0,0,0,0,0,0,0
ENSG00000299733,0,0,0,0,0,2,0,0
ENSG00000299734,0,0,0,0,0,0,0,0
ENSG00000299735,0,0,0,0,0,0,0,0
ENSG00000299736,0,0,0,0,0,0,0,0
ENSG00000299737,0,0,0,0,0,0,0,0
ENSG00000299738,0,0,0,0,0,0,0,0
ENSG00000299739,0,0,0,0,0,0,0,0
ENSG00000299740,0,0,0,0,0,0,0,0
ENSG00000299741,0,0,0,0,0,0,0,0
ENSG00000299742,0,0,0,0,0,0,0,0
ENSG00000299743,0,0,0,0,0,0,0,0
ENSG00000299744,0,0,0,0,0,0,0,0
ENSG00000299745,0,0,0,0,0,0,0,0
ENSG00000299746,0,0,0,0,0,0,0,0
ENSG00000299747,0,0,0,0,0,0,0,0
ENSG00000299748,0,0,0,0,0,0,0,0
ENSG00000299749,0,0,0,0,0,0,0,0
ENSG00000299750,0,0,0,0,0,0,0,0
ENSG00000299751,0,0,1,0,0,0,0,0
ENSG00000299752,0,0,0,0,0,0,0,0
ENSG00000299753,0,0,0,0,0,0,0,0
ENSG00000299754,0,0,0,0,0,0,0,0
ENSG00000299755,0,0,0,0,0,0,0,0
ENSG00000299756,0,0,0,0,0,0,0,0
ENSG00000299757,0,0,0,0,0,0,0,0
ENSG00000299758,0,0,0,0,0,0,0,0
ENSG00000299759,0,0,0,0,0,0,0,0
ENSG00000299760,0,0,0,0,0,0,0,0
ENSG00000299761,0,0,0,0,0,0,0,0
ENSG00000299762,0,0,0,0,0,0,0,0
ENSG00000299763,0,0,0,0,0,0,0,0
ENSG00000299764,0,0,0,0,0,0,0,0
ENSG00000299765,0,0,0,0,0,0,0,0
ENSG00000299766,0,0,0,0,0,0,0,0
ENSG00000299767,0,0,0,0,0,0,0,0
ENSG00000299768,0,0,0,0,0,0,0,0
ENSG00000299769,0,0,0,0,0,0,0,0
ENSG00000299770,0,0,0,0,0,0,0,0
ENSG00000299771,0,0,0,0,0,0,0,0
ENSG00000299772,0,0,0,0,0,0,1,0
ENSG00000299773,1,0,3,1,1,0,4,4
ENSG00000299774,0,0,0,0,0,0,0,0
ENSG00000299775,0,0,0,0,0,0,0,0
ENSG00000299776,0,0,0,0,0,0,0,0
ENSG00000299777,0,1,0,0,3,0,0,0
ENSG00000299778,0,0,0,0,0,0,0,0
ENSG00000299779,0,0,1,0,0,0,1,0
ENSG00000299780,0,0,0,0,0,0,0,0
ENSG00000299781,0,0,0,0,0,0,0,0
ENSG00000299782,0,0,0,0,0,0,0,0
ENSG00000299783,0,0,0,0,0,0,0,0
ENSG00000299784,0,0,0,0,0,0,0,0
ENSG00000299785,0,0,1,0,0,0,0,0
ENSG00000299786,0,0,0,0,0,0,0,0
ENSG00000299787,0,0,0,0,0,0,0,0
ENSG00000299788,0,0,0,0,0,0,0,0
ENSG00000299789,0,0,9,8,0,0,0,0
ENSG00000299790,0,0,0,0,0,0,0,1
ENSG00000299791,0,0,0,0,0,0,0,0
ENSG00000299792,0,0,0,0,0,0,0,0
ENSG00000299793,0,0,0,0,0,0,0,0
ENSG00000299794,0,0,1,0,0,0,0,0
ENSG00000299795,1,0,1,0,0,0,2,0
ENSG00000299796,0,0,0,0,0,0,0,0
ENSG00000299797,0,0,0,0,0,0,0,0
ENSG00000299798,0,0,0,0,0,0,0,0
ENSG00000299799,0,0,0,0,0,0,0,0
ENSG00000299800,0,0,0,0,0,0,0,0
ENSG00000299801,0,0,0,0,0,0,0,0
ENSG00000299802,0,0,0,0,0,0,0,0
ENSG00000299803,0,0,0,0,0,0,0,0
ENSG00000299804,0,0,0,0,0,0,0,0
ENSG00000299805,0,0,0,0,0,0,0,0
ENSG00000299806,0,0,0,2,0,0,0,0
ENSG00000299807,0,0,0,0,0,0,0,0
ENSG00000299808,0,0,0,0,0,0,0,0
ENSG00000299809,0,0,0,0,0,0,0,0
ENSG00000299810,0,0,0,0,0,0,0,0
ENSG00000299811,0,0,0,0,0,0,0,0
ENSG00000299812,0,0,0,0,0,0,0,0
ENSG00000299813,0,0,0,1,0,0,0,0
ENSG00000299814,0,0,0,0,0,0,0,0
ENSG00000299815,0,0,0,0,0,0,0,0
ENSG00000299816,0,2,0,0,3,0,0,0
ENSG00000299817,0,0,0,0,0,0,0,0
ENSG00000299818,0,0,0,0,0,0,0,0
ENSG00000299819,0,0,0,0,0,0,0,0
ENSG00000299820,0,0,0,0,0,0,0,1
ENSG00000299821,0,0,0,0,0,0,0,0
ENSG00000299822,0,0,0,0,0,0,0,0
ENSG00000299823,0,0,0,0,0,0,0,0
ENSG00000299824,0,0,0,0,0,0,0,0
ENSG00000299825,0,0,0,0,0,0,0,0
ENSG00000299826,0,0,0,2,0,0,0,0
ENSG00000299827,0,0,0,0,0,0,0,0
ENSG00000299828,0,0,0,0,3,0,0,0
ENSG00000299829,0,0,0,0,0,0,0,0
ENSG00000299830,0,0,0,0,0,0,0,0
ENSG00000299831,0,0,0,0,0,0,0,0
ENSG00000299832,0,0,0,0,0,0,0,0
ENSG00000299833,0,0,0,0,0,0,0,0
ENSG00000299834,0,0,0,0,0,0,0,0
ENSG00000299835,0,0,0,0,0,0,0,0
ENSG00000299836,0,0,0,0,0,0,0,0
ENSG00000299837,0,0,0,0,0,0,0,0
ENSG00000299838,0,0,0,0,0,0,0,0
ENSG00000299839,0,0,0,0,0,0,0,0
ENSG00000299840,0,0,0,0,0,0,0,0
ENSG00000299841,0,0,0,0,1,0,0,0
ENSG00000299842,0,0,0,0,0,0,0,0
ENSG00000299843,0,0,0,0,0,0,0,0
ENSG00000299844,0,0,0,0,0,0,0,0
ENSG00000299845,0,0,0,0,4,1,0,0
ENSG00000299846,0,0,0,0,0,0,0,0
ENSG00000299847,0,0,0,0,2,0,0,0
ENSG00000299848,0,0,0,0,0,0,0,0
ENSG00000299849,0,0,0,0,0,0,0,0
ENSG00000299850,0,0,0,0,0,0,0,0
ENSG00000299851,24,7,0,1,32,1,0,2
ENSG00000299853,0,0,0,0,0,0,0,0
ENSG00000299854,0,0,0,0,0,0,0,0
ENSG00000299855,0,0,0,0,0,0,0,0
ENSG00000299856,0,0,0,0,0,0,0,0
ENSG00000299857,0,0,2,0,0,0,0,0
ENSG00000299858,0,0,0,0,0,0,0,0
ENSG00000299859,0,0,0,0,0,0,0,0
ENSG00000299860,0,0,0,0,0,1,0,0
ENSG00000299861,0,0,0,0,0,0,0,0
ENSG00000299862,0,0,0,0,0,0,0,0
ENSG00000299863,0,0,0,0,0,0,0,0
ENSG00000299864,0,0,0,0,0,0,0,0
ENSG00000299865,0,0,0,0,0,0,0,0
ENSG00000299866,0,0,0,0,0,0,0,0
ENSG00000299867,0,0,0,0,0,0,0,0
ENSG00000299868,0,0,0,0,0,0,0,0
ENSG00000299869,0,0,0,0,0,0,0,0
ENSG00000299871,0,0,0,1,0,0,0,0
ENSG00000299872,0,0,0,0,0,0,0,0
ENSG00000299873,0,0,0,0,0,0,0,0
ENSG00000299874,0,0,0,0,0,0,1,0
ENSG00000299875,0,0,0,0,0,0,0,0
ENSG00000299876,0,0,0,1,0,0,0,0
ENSG00000299877,0,0,0,0,0,0,0,0
ENSG00000299878,0,0,0,0,0,0,0,0
ENSG00000299879,0,0,0,0,0,0,0,0
ENSG00000299880,0,0,0,0,0,0,0,0
ENSG00000299881,0,0,0,0,0,0,0,0
ENSG00000299882,0,0,0,0,1,0,0,2
ENSG00000299883,0,0,0,0,0,0,0,0
ENSG00000299884,0,0,0,0,0,0,0,0
ENSG00000299886,0,0,0,0,0,0,0,0
ENSG00000299887,1,0,0,0,0,2,0,0
ENSG00000299888,0,0,0,0,0,0,1,0
ENSG00000299889,0,0,0,0,0,0,0,0
ENSG00000299890,0,0,0,0,0,0,0,0
ENSG00000299891,0,0,0,0,0,0,0,0
ENSG00000299892,0,0,0,0,0,0,0,2
ENSG00000299893,0,0,0,0,0,0,0,0
ENSG00000299894,0,0,0,0,0,0,0,0
ENSG00000299895,0,0,0,0,0,0,0,0
ENSG00000299896,0,0,0,0,0,0,0,0
ENSG00000299897,0,0,6,9,0,0,0,1
ENSG00000299898,0,0,0,0,0,0,0,0
ENSG00000299899,0,0,0,0,0,0,0,0
ENSG00000299900,0,0,0,0,0,0,0,0
ENSG00000299901,0,0,0,0,0,0,0,0
ENSG00000299902,0,0,0,0,0,0,0,0
ENSG00000299903,0,0,0,0,0,0,0,0
ENSG00000299904,0,0,0,0,0,0,0,0
ENSG00000299905,0,0,0,0,0,0,0,0
ENSG00000299906,0,0,0,0,0,0,0,0
ENSG00000299907,0,0,0,0,0,0,2,0
ENSG00000299908,0,0,0,0,0,0,0,0
ENSG00000299909,0,0,0,0,0,0,0,0
ENSG00000299910,0,0,0,0,0,0,0,0
ENSG00000299911,0,0,0,0,0,0,0,0
ENSG00000299912,0,0,0,0,0,0,0,0
ENSG00000299913,0,0,0,0,0,0,0,0
ENSG00000299914,0,0,0,0,0,0,0,0
ENSG00000299915,0,0,0,0,0,0,0,0
ENSG00000299916,0,0,0,0,0,0,0,0
ENSG00000299917,0,1,1,0,0,0,0,0
ENSG00000299918,0,0,0,0,0,0,0,0
ENSG00000299919,0,0,0,0,0,0,0,0
ENSG00000299920,0,0,0,0,0,0,0,0
ENSG00000299921,0,0,0,0,0,0,0,0
ENSG00000299922,0,0,0,0,0,0,0,0
ENSG00000299923,0,0,0,0,0,0,0,0
ENSG00000299924,0,0,0,0,0,0,0,0
ENSG00000299925,0,0,0,0,0,0,0,0
ENSG00000299926,0,0,0,1,0,0,0,0
ENSG00000299927,0,0,0,0,0,0,0,2
ENSG00000299928,0,0,0,0,0,0,0,0
ENSG00000299929,0,0,1,2,0,0,3,1
ENSG00000299930,0,0,2,0,0,0,0,0
ENSG00000299931,0,0,0,0,0,0,0,0
ENSG00000299932,0,0,3,0,1,0,2,0
ENSG00000299933,0,0,0,0,0,0,0,0
ENSG00000299934,0,0,0,1,0,0,0,0
ENSG00000299935,0,0,0,0,0,0,0,0
ENSG00000299936,0,0,0,0,0,0,0,0
ENSG00000299937,0,0,0,0,0,0,0,0
ENSG00000299938,0,0,0,0,0,0,0,0
ENSG00000299939,0,0,0,0,0,0,0,0
ENSG00000299940,0,0,0,0,0,0,0,0
ENSG00000299941,0,0,0,0,0,0,0,0
ENSG00000299942,0,0,0,0,0,0,0,0
ENSG00000299943,0,0,0,0,0,0,0,0
ENSG00000299944,0,0,0,0,0,0,0,0
ENSG00000299945,0,0,0,0,0,0,0,0
ENSG00000299946,0,0,0,0,0,0,0,0
ENSG00000299947,0,0,0,0,0,0,0,0
ENSG00000299948,0,0,0,0,0,0,0,0
ENSG00000299949,0,0,2,0,0,0,0,0
ENSG00000299950,0,0,0,0,0,0,1,0
ENSG00000299951,0,0,0,0,0,0,0,0
ENSG00000299952,0,0,0,0,0,0,0,0
ENSG00000299953,0,0,0,0,0,0,0,0
ENSG00000299954,0,0,0,0,0,0,0,0
ENSG00000299955,1,0,2,1,1,0,1,2
ENSG00000299956,0,0,1,0,1,0,3,0
ENSG00000299957,0,0,0,0,0,0,0,0
ENSG00000299958,0,0,0,0,0,0,2,0
ENSG00000299959,0,0,0,0,0,0,0,0
ENSG00000299960,0,0,0,0,1,0,0,0
ENSG00000299961,0,0,0,0,0,0,0,0
ENSG00000299962,0,0,0,0,0,0,0,0
ENSG00000299963,0,0,0,0,0,0,0,1
ENSG00000299964,0,0,22,19,0,0,0,0
ENSG00000299965,0,0,0,0,0,0,1,0
ENSG00000299966,0,0,0,0,0,0,0,0
ENSG00000299967,0,0,0,0,0,0,0,0
ENSG00000299968,0,0,0,0,0,0,0,0
ENSG00000299969,0,0,0,0,0,0,0,0
ENSG00000299970,0,0,0,0,0,0,0,0
ENSG00000299972,0,0,0,0,0,0,0,0
ENSG00000299973,0,0,0,0,0,0,0,0
ENSG00000299974,0,0,0,0,0,0,0,0
ENSG00000299975,0,0,0,0,0,0,0,0
ENSG00000299976,0,0,0,0,0,0,0,0
ENSG00000299977,0,0,0,0,0,0,0,0
ENSG00000299978,0,0,0,0,0,0,0,0
ENSG00000299979,0,0,0,0,0,0,0,0
ENSG00000299980,0,0,0,0,0,0,0,0
ENSG00000299981,0,0,0,0,0,0,0,0
ENSG00000299982,0,0,0,1,0,0,0,0
ENSG00000299983,0,0,0,0,0,0,0,0
ENSG00000299984,0,0,0,0,0,0,0,0
ENSG00000299985,0,0,0,0,0,0,0,0
ENSG00000299986,0,0,0,0,0,0,0,0
ENSG00000299987,0,0,0,0,0,0,0,0
ENSG00000299988,0,0,0,0,0,0,0,0
ENSG00000299989,0,0,0,0,0,0,0,0
ENSG00000299990,0,0,26,19,0,0,0,1
ENSG00000299991,0,0,0,0,0,0,0,0
ENSG00000299992,0,0,0,0,0,0,0,3
ENSG00000299993,0,0,0,0,0,0,0,0
ENSG00000299994,0,0,0,0,0,0,0,0
ENSG00000299995,0,0,0,0,0,0,0,0
ENSG00000299996,0,0,1,2,0,0,3,6
ENSG00000299997,0,0,0,0,0,0,0,0
ENSG00000299998,0,0,0,0,0,0,0,0
ENSG00000299999,0,0,0,0,0,0,0,0
ENSG00000300000,0,0,0,0,0,0,0,0
ENSG00000300001,0,0,0,0,0,0,0,0
ENSG00000300002,0,0,0,0,1,1,1,1
ENSG00000300003,0,0,0,0,0,0,0,0
ENSG00000300004,0,0,0,0,0,0,0,0
ENSG00000300005,0,0,0,0,0,0,0,0
ENSG00000300006,0,0,0,0,0,0,0,0
ENSG00000300007,0,0,0,0,0,0,0,0
ENSG00000300008,0,0,0,0,0,0,0,0
ENSG00000300009,0,0,0,0,0,0,0,0
ENSG00000300010,0,0,0,0,0,0,0,0
ENSG00000300011,0,0,0,0,0,0,0,0
ENSG00000300012,0,0,0,0,0,0,0,0
ENSG00000300013,0,0,0,0,0,0,0,4
ENSG00000300014,2,2,3,1,8,1,4,2
ENSG00000300015,0,0,0,0,0,0,0,0
ENSG00000300016,0,0,3,0,4,0,2,1
ENSG00000300017,0,0,0,0,0,0,0,0
