gene_name,SRR34947105,SRR34947106,SRR34947115,SRR34947116,SRR34947127,SRR34947128,SRR34947132,SRR34947133
ENSG00000298896,0,0,0,0,0,0,0,0
ENSG00000298897,0,0,0,0,0,0,0,0
ENSG00000298898,0,0,0,0,0,0,0,0
ENSG00000298899,0,0,0,0,0,0,0,0
ENSG00000298900,0,0,0,0,0,0,0,0
ENSG00000298901,0,0,0,0,0,0,0,0
ENSG00000298902,0,0,0,0,0,0,0,0
ENSG00000298903,0,0,2,3,1,0,0,0
ENSG00000298904,0,0,0,0,0,0,0,0
ENSG00000298905,0,0,2,0,0,0,0,0
ENSG00000298906,0,0,0,0,0,0,1,0
ENSG00000298907,0,1,0,0,1,0,0,0
ENSG00000298908,0,0,0,0,0,0,0,0
ENSG00000298909,0,0,1,0,0,0,0,0
ENSG00000298910,1,0,0,0,0,0,0,0
ENSG00000298911,0,0,0,0,0,0,0,0
ENSG00000298912,0,0,0,1,2,0,0,4
ENSG00000298913,0,0,0,0,0,0,0,0
ENSG00000298914,0,0,0,0,0,0,0,0
ENSG00000298915,0,0,0,0,0,0,0,0
ENSG00000298916,0,0,0,0,0,0,0,0
ENSG00000298917,0,0,0,0,0,0,0,0
ENSG00000298918,0,0,0,0,0,0,0,0
ENSG00000298919,0,0,0,0,0,0,0,0
ENSG00000298920,0,0,0,0,0,0,0,0
ENSG00000298921,0,0,0,0,0,0,0,0
ENSG00000298922,0,0,0,0,0,0,0,0
ENSG00000298923,0,0,0,0,0,0,0,0
ENSG00000298924,0,0,0,0,0,0,0,0
ENSG00000298925,0,0,0,0,0,0,0,0
ENSG00000298926,0,0,0,0,0,0,0,0
ENSG00000298927,0,0,0,0,0,0,0,0
ENSG00000298928,0,0,0,0,0,0,0,0
ENSG00000298929,0,0,0,0,0,0,0,0
ENSG00000298930,0,0,0,0,0,0,0,0
ENSG00000298931,0,0,0,0,0,0,0,0
ENSG00000298932,0,0,0,0,0,0,0,0
ENSG00000298933,0,0,0,0,0,0,0,0
ENSG00000298934,0,0,0,0,0,0,0,1
ENSG00000298935,0,0,0,0,0,0,0,0
ENSG00000298936,0,0,0,0,0,0,0,0
ENSG00000298937,0,0,0,0,0,0,0,0
ENSG00000298938,0,0,0,0,0,0,0,0
ENSG00000298939,0,0,0,0,0,0,0,0
ENSG00000298940,0,0,0,0,1,0,0,0
ENSG00000298941,0,0,0,0,0,0,0,0
ENSG00000298942,0,0,0,0,0,0,0,0
ENSG00000298943,0,0,0,0,0,0,0,0
ENSG00000298944,0,0,0,0,0,0,0,0
ENSG00000298945,0,0,0,0,2,0,0,0
ENSG00000298946,0,0,0,0,0,0,0,0
ENSG00000298947,0,0,0,0,0,0,0,0
ENSG00000298948,0,0,0,0,0,0,0,0
ENSG00000298949,0,0,0,0,0,0,0,0
ENSG00000298950,0,0,0,0,0,0,0,0
ENSG00000298951,0,0,0,0,0,0,0,0
ENSG00000298952,0,0,0,0,0,0,0,0
ENSG00000298953,0,0,0,0,0,0,0,0
ENSG00000298954,0,0,0,0,0,0,0,0
ENSG00000298955,0,0,0,0,0,0,0,0
ENSG00000298956,0,0,0,0,0,0,0,0
ENSG00000298957,0,0,0,0,0,0,0,0
ENSG00000298958,0,0,0,0,0,0,0,0
ENSG00000298959,0,0,0,0,0,0,0,0
ENSG00000298960,0,0,0,0,0,0,0,0
ENSG00000298961,0,0,0,0,0,0,0,0
ENSG00000298962,0,0,0,0,0,0,0,0
ENSG00000298964,0,0,0,0,0,0,0,0
ENSG00000298965,0,0,0,0,0,0,0,0
ENSG00000298966,0,0,0,0,0,0,0,0
ENSG00000298967,0,0,0,0,0,0,0,0
ENSG00000298968,0,0,2,1,5,0,0,5
ENSG00000298969,0,0,0,0,2,0,0,0
ENSG00000298970,0,0,0,0,0,0,0,0
ENSG00000298971,0,0,1,3,0,0,0,0
ENSG00000298972,0,0,0,0,0,0,0,0
ENSG00000298973,0,0,0,0,0,0,0,0
ENSG00000298974,0,0,0,0,0,0,0,0
ENSG00000298975,0,0,0,0,0,0,0,0
ENSG00000298976,0,0,0,0,0,0,0,1
ENSG00000298977,0,0,0,0,0,0,0,0
ENSG00000298978,0,0,0,0,0,0,0,0
ENSG00000298979,0,0,2,0,0,0,0,2
ENSG00000298980,0,0,0,0,0,0,0,0
ENSG00000298981,0,0,0,0,0,0,0,0
ENSG00000298982,0,0,0,0,0,0,1,0
ENSG00000298983,0,0,0,0,0,0,0,0
ENSG00000298984,0,1,0,0,0,0,0,0
ENSG00000298985,0,0,0,0,0,0,0,0
ENSG00000298986,0,0,0,0,0,0,0,0
ENSG00000298987,0,0,0,0,0,0,0,0
ENSG00000298988,0,0,0,0,0,0,0,0
ENSG00000298989,0,0,0,0,0,0,0,0
ENSG00000298990,0,0,0,0,0,0,0,0
ENSG00000298991,0,0,0,0,0,0,0,0
ENSG00000298992,0,0,0,0,0,0,1,4
ENSG00000298993,0,0,0,0,0,0,0,0
ENSG00000298994,0,0,0,0,0,0,0,0
ENSG00000298995,0,0,0,0,0,0,0,0
ENSG00000298996,0,0,0,0,0,0,0,0
ENSG00000298997,0,0,0,0,0,0,0,0
ENSG00000298998,0,0,0,0,0,0,0,0
ENSG00000298999,0,0,2,0,0,0,0,0
ENSG00000299000,0,0,0,0,2,0,0,0
ENSG00000299001,0,0,0,0,0,0,0,3
ENSG00000299002,0,0,0,0,0,0,0,0
ENSG00000299003,0,0,0,0,2,0,0,0
ENSG00000299004,0,0,0,0,0,0,0,0
ENSG00000299005,0,0,0,0,0,0,0,0
ENSG00000299006,0,0,0,0,0,0,0,0
ENSG00000299007,0,0,0,0,0,0,0,0
ENSG00000299008,0,0,0,0,0,0,0,0
ENSG00000299009,0,0,0,0,0,0,0,0
ENSG00000299011,0,0,0,0,0,0,0,0
ENSG00000299012,0,0,0,1,1,0,0,0
ENSG00000299013,0,0,0,2,1,0,0,0
ENSG00000299014,0,0,0,0,0,0,0,0
ENSG00000299015,0,0,1,1,0,0,0,0
ENSG00000299016,0,0,0,0,0,0,0,0
ENSG00000299017,2,0,1,0,3,0,1,9
ENSG00000299018,0,0,0,0,0,0,0,0
ENSG00000299019,0,0,0,0,0,0,0,0
ENSG00000299020,0,0,0,0,0,0,0,0
ENSG00000299021,2,1,3,0,2,0,1,2
ENSG00000299022,0,0,2,0,6,3,12,5
ENSG00000299023,0,0,0,0,0,0,0,0
ENSG00000299024,0,0,0,0,0,0,0,0
ENSG00000299025,0,0,0,0,7,1,13,11
ENSG00000299026,0,0,0,0,0,0,0,0
ENSG00000299027,0,0,0,0,0,0,0,0
ENSG00000299028,0,0,1,1,0,0,4,1
ENSG00000299029,0,0,0,0,0,0,1,0
ENSG00000299030,0,0,0,0,0,0,0,0
ENSG00000299031,0,0,0,0,0,0,0,0
ENSG00000299032,0,0,0,0,0,0,0,0
ENSG00000299033,0,0,0,0,0,0,0,0
ENSG00000299034,0,0,0,0,0,0,0,0
ENSG00000299035,0,0,0,0,0,0,0,0
ENSG00000299036,0,0,0,0,0,0,0,0
ENSG00000299037,0,0,0,0,0,0,0,0
ENSG00000299038,0,0,0,0,0,0,0,0
ENSG00000299039,0,0,0,0,0,0,0,0
ENSG00000299040,0,0,0,0,0,0,0,0
ENSG00000299041,0,0,1,0,0,0,2,0
ENSG00000299042,0,0,0,0,0,0,0,0
ENSG00000299043,0,0,0,0,0,0,0,0
ENSG00000299044,0,0,0,0,0,0,0,0
ENSG00000299045,0,0,0,0,0,0,0,0
ENSG00000299046,0,0,0,0,0,0,0,0
ENSG00000299047,0,0,0,2,0,0,0,0
ENSG00000299048,0,0,0,0,0,0,0,0
ENSG00000299049,0,0,0,0,0,0,0,0
ENSG00000299050,0,0,0,0,0,0,0,0
ENSG00000299051,0,0,0,0,0,0,0,0
ENSG00000299052,0,0,0,0,0,0,0,0
ENSG00000299053,0,0,0,0,0,0,0,0
ENSG00000299054,0,0,0,0,0,0,0,0
ENSG00000299055,0,0,0,0,0,0,0,0
ENSG00000299056,0,0,0,0,0,0,0,0
ENSG00000299057,0,0,0,0,0,0,0,0
ENSG00000299058,0,0,0,0,0,0,0,0
ENSG00000299059,1,0,1,2,3,0,2,0
ENSG00000299060,0,0,0,0,0,0,0,0
ENSG00000299061,0,0,0,0,0,0,0,0
ENSG00000299062,0,0,0,0,0,0,0,0
ENSG00000299063,0,0,0,0,0,0,2,0
ENSG00000299064,0,0,0,1,0,0,0,0
ENSG00000299065,0,0,0,0,0,0,0,0
ENSG00000299066,0,0,0,0,4,0,1,0
ENSG00000299067,0,0,0,0,0,0,0,0
ENSG00000299068,0,0,0,0,0,0,0,0
ENSG00000299069,0,0,0,0,0,0,0,0
ENSG00000299070,0,0,0,0,0,0,0,0
ENSG00000299071,0,0,0,0,0,0,0,0
ENSG00000299072,0,0,0,0,0,0,0,0
ENSG00000299073,0,0,0,0,0,0,0,0
ENSG00000299074,0,0,0,0,0,0,0,0
ENSG00000299075,0,0,1,0,0,0,0,1
ENSG00000299076,0,0,0,0,0,0,0,0
ENSG00000299077,0,0,0,0,0,0,0,6
ENSG00000299078,0,0,0,0,0,0,0,0
ENSG00000299079,0,0,0,0,0,0,0,0
ENSG00000299080,0,0,0,0,0,0,0,0
ENSG00000299081,0,0,0,0,0,0,0,0
ENSG00000299082,0,0,0,0,0,0,0,0
ENSG00000299083,0,0,0,0,0,0,1,0
ENSG00000299084,0,0,0,0,0,0,0,0
ENSG00000299085,0,0,0,0,0,0,0,0
ENSG00000299086,0,0,0,0,0,0,0,0
ENSG00000299087,0,0,0,0,0,0,0,0
ENSG00000299088,0,0,0,0,0,0,0,0
ENSG00000299089,0,0,0,0,0,0,0,0
ENSG00000299090,0,0,0,0,0,0,0,0
ENSG00000299091,0,0,0,0,0,0,0,0
ENSG00000299092,0,0,0,0,0,0,2,0
ENSG00000299093,0,0,0,0,0,0,0,0
ENSG00000299094,0,0,0,0,0,0,0,0
ENSG00000299095,0,0,0,0,2,0,2,0
ENSG00000299096,0,0,0,0,0,0,0,0
ENSG00000299097,0,0,0,0,0,0,0,0
ENSG00000299098,0,0,0,0,0,0,0,0
ENSG00000299099,0,0,0,0,1,0,0,0
ENSG00000299100,0,0,0,0,0,0,0,0
ENSG00000299101,0,0,0,0,0,0,0,0
ENSG00000299102,0,0,0,0,0,0,1,1
ENSG00000299103,0,0,0,0,0,0,0,0
ENSG00000299104,0,0,0,0,0,0,0,0
ENSG00000299105,0,0,0,0,0,0,1,0
ENSG00000299106,0,0,0,0,0,0,0,0
ENSG00000299107,0,0,0,0,0,0,0,0
ENSG00000299108,0,2,16,16,0,0,0,1
ENSG00000299109,0,0,0,0,0,0,0,0
ENSG00000299110,0,0,0,0,0,0,0,0
ENSG00000299111,0,0,0,0,0,0,0,0
ENSG00000299112,0,0,0,0,0,0,0,0
ENSG00000299113,0,0,0,0,0,0,0,0
ENSG00000299114,0,0,0,0,0,0,0,0
ENSG00000299115,0,0,0,1,0,0,1,0
ENSG00000299116,0,0,0,0,0,0,0,0
ENSG00000299117,0,0,0,0,0,0,0,0
ENSG00000299118,0,0,0,0,0,0,0,0
ENSG00000299119,0,0,0,0,0,0,0,0
ENSG00000299120,0,0,0,0,1,0,0,2
ENSG00000299121,0,0,0,0,0,0,0,0
ENSG00000299122,0,0,0,0,0,0,0,0
ENSG00000299123,0,0,0,0,0,0,0,0
ENSG00000299124,0,0,1,0,0,1,0,3
ENSG00000299125,0,0,0,0,0,0,0,0
ENSG00000299126,0,0,0,0,0,0,0,0
ENSG00000299127,0,0,1,0,3,0,4,1
ENSG00000299128,0,0,0,0,0,0,0,0
ENSG00000299129,0,0,0,0,0,0,0,0
ENSG00000299130,0,0,0,0,0,0,0,0
ENSG00000299131,0,0,0,0,0,0,0,0
ENSG00000299132,0,0,0,0,0,0,2,0
ENSG00000299133,0,0,0,0,0,0,0,0
ENSG00000299134,0,0,0,0,0,0,0,0
ENSG00000299135,0,0,0,0,0,0,0,0
ENSG00000299136,0,0,0,0,0,0,0,0
ENSG00000299137,1,0,0,2,0,0,1,0
ENSG00000299138,0,0,0,0,0,0,0,0
ENSG00000299139,0,0,0,0,0,0,0,0
ENSG00000299140,0,0,0,0,0,0,0,0
ENSG00000299141,0,0,0,0,0,0,0,0
ENSG00000299142,0,0,0,0,0,0,0,0
ENSG00000299143,0,0,0,0,0,0,0,0
ENSG00000299144,0,0,0,0,0,0,0,0
ENSG00000299145,0,0,0,0,0,0,0,0
ENSG00000299146,0,0,0,0,0,3,1,0
ENSG00000299147,0,0,0,0,0,0,0,0
ENSG00000299148,0,0,0,0,0,0,0,0
ENSG00000299149,0,0,0,2,0,0,0,0
ENSG00000299150,0,0,0,0,0,0,0,0
ENSG00000299151,0,0,0,0,0,0,0,0
ENSG00000299152,0,0,3,3,0,0,0,2
ENSG00000299153,0,0,0,0,0,0,0,0
ENSG00000299154,0,0,0,0,0,0,0,0
ENSG00000299155,0,0,0,0,0,0,0,0
ENSG00000299156,0,0,0,0,0,0,0,0
ENSG00000299157,0,0,0,0,0,0,0,0
ENSG00000299158,0,0,0,0,0,0,0,0
ENSG00000299159,0,0,0,0,0,0,0,0
ENSG00000299160,0,0,0,0,0,0,0,0
ENSG00000299161,0,0,0,0,0,0,0,0
ENSG00000299162,0,0,0,0,0,0,0,0
ENSG00000299163,0,0,0,0,1,0,0,0
ENSG00000299164,0,0,0,0,0,0,0,0
ENSG00000299165,0,0,0,0,0,0,0,0
ENSG00000299166,0,0,0,0,2,0,3,5
ENSG00000299167,0,0,0,0,0,0,0,0
ENSG00000299168,0,0,0,0,0,0,0,0
ENSG00000299169,0,0,0,0,0,0,0,0
ENSG00000299170,0,0,0,0,0,0,0,0
ENSG00000299171,0,0,0,0,0,0,0,0
ENSG00000299172,0,1,2,0,5,0,2,1
ENSG00000299173,0,0,0,0,0,0,0,0
ENSG00000299174,0,0,0,0,0,0,0,0
ENSG00000299175,0,0,0,0,0,0,0,0
ENSG00000299176,0,0,0,0,0,0,0,0
ENSG00000299177,0,0,0,0,0,0,0,0
ENSG00000299178,0,0,0,1,5,0,0,2
ENSG00000299179,0,0,0,0,0,0,0,0
ENSG00000299180,0,0,0,0,0,0,0,0
ENSG00000299181,0,0,0,0,0,0,0,0
ENSG00000299182,0,0,0,0,0,0,0,0
ENSG00000299183,0,0,0,0,0,0,0,0
ENSG00000299184,0,0,0,0,0,0,0,0
ENSG00000299185,0,0,0,0,0,0,0,0
ENSG00000299186,0,0,1,0,0,0,0,0
ENSG00000299187,0,0,0,0,0,0,0,0
ENSG00000299188,0,0,0,0,0,0,0,0
ENSG00000299189,0,0,0,0,0,0,0,0
ENSG00000299190,0,0,0,0,0,0,0,0
ENSG00000299191,0,0,0,0,0,0,0,0
ENSG00000299192,0,0,0,0,0,0,0,0
ENSG00000299193,0,0,0,0,0,0,0,0
ENSG00000299194,0,0,0,0,0,0,0,0
ENSG00000299195,0,0,0,0,0,0,0,0
ENSG00000299196,0,0,0,0,0,0,0,0
ENSG00000299197,0,0,0,0,0,0,0,0
ENSG00000299198,0,0,0,0,0,0,0,0
ENSG00000299199,1,3,1,0,20,1,11,11
ENSG00000299201,0,0,0,0,0,1,0,0
ENSG00000299202,0,0,0,0,0,0,0,0
ENSG00000299203,0,0,0,0,2,0,1,1
ENSG00000299204,0,0,8,11,0,0,0,0
ENSG00000299205,0,0,0,0,0,0,0,0
ENSG00000299206,0,0,0,0,0,0,0,0
ENSG00000299207,0,0,0,0,0,0,0,0
ENSG00000299208,0,0,0,0,0,0,0,0
ENSG00000299209,0,0,0,0,0,0,0,0
ENSG00000299210,0,0,2,2,2,0,8,1
ENSG00000299211,0,0,0,0,0,0,0,0
ENSG00000299212,0,0,0,0,0,0,0,0
ENSG00000299213,0,0,0,0,0,0,0,0
ENSG00000299214,0,0,3,0,0,0,2,0
ENSG00000299215,0,0,0,0,0,0,1,0
ENSG00000299216,0,0,0,0,0,0,0,0
ENSG00000299217,0,0,0,0,0,0,0,0
ENSG00000299218,0,0,0,0,0,0,0,0
ENSG00000299219,0,0,0,0,0,0,1,0
ENSG00000299220,0,0,0,0,0,0,0,0
ENSG00000299221,0,0,0,0,0,0,0,1
ENSG00000299222,0,0,0,0,0,0,0,0
ENSG00000299223,0,0,0,0,0,0,0,0
ENSG00000299224,0,0,0,0,0,0,0,0
ENSG00000299225,0,0,1,0,0,0,0,1
ENSG00000299226,0,0,0,0,0,0,0,0
ENSG00000299227,1,1,1,1,0,0,7,2
ENSG00000299228,0,0,0,0,0,0,0,0
ENSG00000299229,0,0,0,0,0,0,0,0
ENSG00000299230,0,0,0,0,0,0,0,0
ENSG00000299231,0,0,0,0,0,0,0,0
ENSG00000299232,0,0,0,0,0,0,0,0
ENSG00000299233,0,0,0,0,0,0,0,0
ENSG00000299234,1,0,0,0,0,0,0,0
ENSG00000299235,0,1,0,0,0,0,0,0
ENSG00000299236,0,0,0,0,0,0,0,0
ENSG00000299237,0,0,0,0,0,0,0,0
ENSG00000299238,0,0,0,0,0,0,0,0
ENSG00000299239,0,0,0,0,0,0,0,0
ENSG00000299240,0,0,3,0,0,1,3,1
ENSG00000299241,0,0,0,0,0,0,0,0
ENSG00000299242,0,0,0,0,0,0,0,0
ENSG00000299243,0,0,0,0,0,0,0,0
ENSG00000299244,0,0,0,0,0,0,0,0
ENSG00000299245,0,0,0,0,0,0,0,0
ENSG00000299246,0,0,0,0,0,0,0,0
ENSG00000299247,0,0,0,0,0,0,0,0
ENSG00000299248,0,0,0,0,0,0,0,0
ENSG00000299249,0,0,1,1,0,0,0,0
ENSG00000299250,0,0,2,0,0,3,5,1
ENSG00000299251,0,0,0,0,0,0,0,0
ENSG00000299252,0,0,0,0,0,0,0,0
ENSG00000299253,0,0,0,0,0,0,0,0
ENSG00000299254,0,0,0,0,0,0,0,0
ENSG00000299255,0,0,0,0,0,4,0,0
ENSG00000299256,0,0,0,0,0,0,0,0
ENSG00000299257,0,0,0,0,0,0,0,0
ENSG00000299258,0,0,0,0,0,0,0,0
ENSG00000299259,0,0,0,0,0,0,0,0
ENSG00000299260,0,0,0,0,0,0,0,0
ENSG00000299261,0,0,0,0,0,0,0,0
ENSG00000299262,0,0,0,0,0,0,0,0
ENSG00000299263,0,0,0,0,0,0,0,0
ENSG00000299264,0,0,0,0,0,0,0,1
ENSG00000299265,0,0,0,0,0,0,0,0
ENSG00000299266,0,0,0,0,0,0,0,0
ENSG00000299267,0,0,0,0,0,0,0,0
ENSG00000299268,0,0,0,0,0,0,0,0
ENSG00000299269,0,0,0,0,0,0,0,0
ENSG00000299270,0,0,2,1,0,2,0,0
ENSG00000299271,0,0,0,0,0,0,0,0
ENSG00000299272,0,0,2,0,0,0,0,0
ENSG00000299273,0,0,0,0,1,0,0,0
ENSG00000299274,0,0,0,0,0,0,0,0
ENSG00000299275,0,0,0,0,0,0,0,0
ENSG00000299276,0,0,0,0,4,2,0,0
ENSG00000299277,0,0,0,0,0,0,0,0
ENSG00000299278,0,0,0,0,0,0,0,0
ENSG00000299279,0,0,0,0,0,0,0,0
ENSG00000299280,0,0,1,1,0,0,0,0
ENSG00000299281,0,0,0,0,0,0,0,0
ENSG00000299282,0,0,0,0,0,0,0,0
ENSG00000299283,0,0,0,0,1,0,0,0
ENSG00000299284,0,0,0,2,0,0,0,0
ENSG00000299285,0,0,0,0,0,0,0,0
ENSG00000299286,0,0,0,0,0,0,0,0
ENSG00000299287,0,0,0,0,1,0,0,0
ENSG00000299288,0,0,0,0,0,0,0,0
ENSG00000299289,0,0,0,0,0,0,0,0
ENSG00000299290,0,0,0,0,0,0,0,0
ENSG00000299291,0,0,0,0,0,0,0,0
ENSG00000299292,0,0,0,0,0,0,0,0
ENSG00000299293,0,0,0,0,0,0,0,0
ENSG00000299294,0,0,0,0,0,0,0,0
ENSG00000299295,0,0,0,0,0,0,0,0
ENSG00000299296,0,0,0,0,0,0,0,0
ENSG00000299297,0,0,0,0,0,0,1,0
ENSG00000299298,0,0,0,0,0,0,0,0
ENSG00000299299,0,0,0,0,0,0,0,0
ENSG00000299300,0,0,0,0,0,0,0,0
ENSG00000299301,0,0,0,0,0,0,0,0
ENSG00000299302,0,0,0,1,0,0,0,0
ENSG00000299303,0,0,0,0,0,0,0,0
ENSG00000299304,0,0,0,0,0,0,0,0
ENSG00000299305,0,0,0,0,0,0,0,0
ENSG00000299306,0,0,0,0,0,0,0,0
ENSG00000299307,4,0,3,11,3,0,12,3
ENSG00000299308,1,4,0,0,6,1,8,2
ENSG00000299309,0,0,0,0,0,0,0,0
ENSG00000299310,0,0,0,0,0,0,0,0
ENSG00000299311,0,0,0,0,0,0,0,0
ENSG00000299312,0,0,0,0,0,0,0,0
ENSG00000299313,0,0,0,0,0,0,0,0
ENSG00000299315,0,0,0,0,0,0,0,0
ENSG00000299316,0,0,0,0,0,0,0,0
ENSG00000299317,0,0,0,1,0,0,2,0
ENSG00000299318,0,0,0,0,0,0,0,0
ENSG00000299319,0,0,0,0,0,0,0,0
ENSG00000299320,0,0,0,0,0,0,0,0
ENSG00000299321,0,0,0,0,0,0,1,0
ENSG00000299322,0,0,0,0,0,0,0,0
ENSG00000299323,0,0,0,0,0,0,0,0
ENSG00000299324,0,0,0,0,0,0,0,0
ENSG00000299325,0,0,0,0,0,0,0,0
ENSG00000299326,0,0,0,0,0,0,0,0
ENSG00000299327,0,0,0,0,0,0,0,0
ENSG00000299328,0,0,0,0,0,0,0,0
ENSG00000299329,0,0,0,0,0,0,0,0
ENSG00000299330,0,0,0,0,0,0,0,0
ENSG00000299331,0,0,0,0,0,1,0,3
ENSG00000299332,0,0,2,0,1,1,4,9
ENSG00000299333,0,0,0,0,0,0,0,0
ENSG00000299334,0,0,0,0,0,0,0,0
ENSG00000299335,0,0,0,0,0,0,1,2
ENSG00000299336,0,0,0,0,0,0,0,0
ENSG00000299337,0,0,0,0,0,0,0,0
ENSG00000299338,0,0,0,0,0,0,1,0
ENSG00000299339,1,3,2,1,4,0,7,8
ENSG00000299340,0,0,0,0,0,0,0,0
ENSG00000299341,0,0,0,0,0,0,0,0
ENSG00000299342,0,0,0,0,0,0,0,0
ENSG00000299343,0,0,0,0,0,0,0,0
ENSG00000299344,0,0,0,0,0,0,0,0
ENSG00000299345,0,0,0,0,0,0,0,0
ENSG00000299346,0,0,0,0,0,0,0,0
ENSG00000299347,0,0,0,0,0,0,0,0
ENSG00000299348,0,0,0,0,0,0,0,0
ENSG00000299349,0,0,0,0,0,0,0,0
ENSG00000299350,0,1,0,0,2,1,0,0
ENSG00000299351,1,0,1,0,0,0,3,1
ENSG00000299352,0,0,0,0,0,0,0,1
ENSG00000299353,0,0,0,0,0,0,0,0
ENSG00000299354,0,0,0,0,0,0,0,0
ENSG00000299355,0,0,0,0,0,0,0,0
ENSG00000299356,0,0,0,0,0,0,0,0
ENSG00000299357,0,0,0,0,0,0,0,0
ENSG00000299358,0,0,0,0,0,0,0,2
ENSG00000299359,0,0,0,0,0,0,0,0
ENSG00000299360,0,0,1,0,0,0,0,0
ENSG00000299361,0,0,0,0,0,0,0,0
ENSG00000299362,0,0,0,0,0,0,0,0
ENSG00000299363,0,0,0,0,4,0,0,0
ENSG00000299364,0,0,0,0,0,0,0,0
ENSG00000299365,0,0,0,0,0,0,0,0
ENSG00000299366,4,2,3,1,0,0,6,6
ENSG00000299367,0,0,0,0,0,0,0,0
ENSG00000299368,0,0,0,0,0,0,0,0
ENSG00000299369,0,0,0,0,0,0,0,0
ENSG00000299370,0,0,0,0,0,0,0,0
ENSG00000299371,0,0,0,0,0,0,0,0
ENSG00000299372,0,0,0,0,0,0,0,0
ENSG00000299373,0,0,0,0,0,0,2,0
ENSG00000299374,0,0,0,4,5,2,0,0
ENSG00000299375,0,3,0,0,0,0,0,0
ENSG00000299376,0,0,0,0,0,0,0,0
ENSG00000299377,0,0,0,0,0,0,0,0
ENSG00000299378,0,0,0,0,0,0,0,0
ENSG00000299379,0,0,0,0,0,0,0,0
ENSG00000299380,0,0,0,0,0,0,0,0
ENSG00000299381,0,0,0,0,0,0,0,0
ENSG00000299382,0,0,0,0,0,0,0,0
ENSG00000299383,0,0,0,0,0,0,0,0
ENSG00000299384,0,0,0,0,0,0,0,0
ENSG00000299385,0,0,0,0,0,0,0,0
ENSG00000299386,0,0,0,0,0,0,0,0
ENSG00000299387,0,0,0,0,0,0,0,0
ENSG00000299388,0,0,0,0,0,0,0,0
ENSG00000299389,0,0,0,0,0,0,0,0
ENSG00000299390,0,0,0,0,0,0,0,0
ENSG00000299391,0,0,0,0,0,0,0,0
ENSG00000299392,0,0,0,0,0,0,0,0
ENSG00000299393,0,0,0,0,0,0,1,0
ENSG00000299394,0,0,0,0,0,0,0,0
ENSG00000299395,0,0,0,0,0,0,0,0
ENSG00000299396,0,0,0,0,0,0,0,0
ENSG00000299397,0,0,0,0,2,0,0,0
ENSG00000299398,2,1,6,0,0,4,1,3
ENSG00000299399,0,0,0,0,0,0,0,0
ENSG00000299400,0,0,0,0,0,0,0,0
ENSG00000299401,0,0,0,0,0,0,0,0
ENSG00000299402,0,0,0,0,0,0,0,0
ENSG00000299403,0,0,0,0,0,0,0,0
ENSG00000299404,0,0,4,0,0,0,1,1
ENSG00000299405,0,0,0,0,0,0,0,0
ENSG00000299406,0,0,0,2,0,0,0,0
ENSG00000299407,0,0,0,0,0,0,0,0
ENSG00000299408,0,0,0,0,0,0,0,0
ENSG00000299409,0,0,0,0,0,0,1,0
ENSG00000299410,0,0,0,0,0,0,0,0
ENSG00000299411,0,0,0,0,0,0,0,0
ENSG00000299412,0,0,0,0,0,0,0,0
ENSG00000299413,0,0,0,0,0,0,0,0
ENSG00000299414,0,0,0,0,0,0,0,0
ENSG00000299415,0,0,0,0,0,0,0,0
ENSG00000299416,0,0,0,0,0,0,0,0
ENSG00000299417,0,0,0,0,0,0,0,0
ENSG00000299418,0,0,0,0,0,0,0,0
ENSG00000299419,0,0,0,0,0,0,0,0
ENSG00000299420,0,0,0,1,0,0,1,0
ENSG00000299421,0,0,0,0,0,0,0,0
ENSG00000299422,0,0,0,0,0,0,0,0
ENSG00000299423,0,0,0,0,0,0,0,0
ENSG00000299424,0,0,0,0,0,0,0,0
ENSG00000299425,0,0,0,0,0,0,0,0
ENSG00000299426,0,0,0,0,0,0,0,0
ENSG00000299427,0,0,0,0,0,0,0,0
ENSG00000299428,0,0,0,0,0,0,0,1
ENSG00000299429,0,0,0,0,0,0,0,0
ENSG00000299430,0,0,0,0,0,0,0,0
ENSG00000299431,0,0,0,0,0,0,0,0
ENSG00000299432,0,0,0,0,0,0,0,0
ENSG00000299433,0,0,0,0,3,0,1,2
ENSG00000299434,0,0,0,0,0,0,0,0
ENSG00000299435,0,0,0,0,0,0,0,0
ENSG00000299436,0,1,1,4,0,0,0,0
ENSG00000299437,0,0,0,0,0,0,0,0
ENSG00000299438,0,0,0,0,0,0,0,0
ENSG00000299439,0,0,0,0,0,0,0,0
ENSG00000299440,0,0,0,0,0,0,1,0
ENSG00000299441,0,0,0,0,0,0,0,0
ENSG00000299442,0,0,0,0,0,0,0,0
ENSG00000299443,0,0,0,0,0,0,0,0
ENSG00000299444,0,0,0,0,0,0,0,0
ENSG00000299445,0,0,21,21,1,0,2,0
ENSG00000299446,0,0,0,0,0,0,0,0
ENSG00000299447,0,0,0,0,0,0,0,0
ENSG00000299448,0,0,0,0,0,0,0,3
ENSG00000299449,0,0,0,0,0,0,0,0
ENSG00000299450,0,0,0,0,0,0,0,0
ENSG00000299451,0,0,0,0,0,0,0,0
ENSG00000299452,0,0,0,0,0,0,3,0
ENSG00000299453,0,0,0,0,0,0,0,0
ENSG00000299454,0,0,0,0,0,0,0,0
ENSG00000299455,0,0,0,0,0,0,0,0
ENSG00000299456,0,0,0,0,0,0,0,0
